source_id,ra,dec,parallax,parallax_error,ruwe,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp
51372104643456,45.589781701465576,0.6758067957993831,0.9927809392164003,0.040630277,0.9778261,15.874609,16.301554,15.282244,1.01931
51402168658432,45.540337226868175,0.6614867413040456,1.9214712151897084,1.4057767,1.0418135,20.819475,20.953289,19.869041,1.0842476
51677046538752,45.4779345735006,0.647301492380816,0.9380496839691763,0.29116228,1.1357955,19.061728,19.802332,18.192509,1.6098232
51711406299776,45.48489339694651,0.6526998891966779,0.9209722533025735,0.3310056,1.1163235,19.318026,21.069738,18.144232,2.9255066
51745766016128,45.466029916616364,0.6542162486278439,0.7747532690493001,0.09054249,0.97072697,17.21571,17.628637,16.29021,1.3384266
52261162093056,45.53314405468398,0.6918801065573409,0.9659724750530284,0.24998587,1.0332063,18.921694,19.94224,17.98897,1.95327
52948357059200,45.20822920535236,0.4823842995122292,1.1465161933460901,0.28935966,0.94019085,18.886944,20.211054,17.810843,2.4002113
53910429740672,45.14762877437885,0.500170428182397,0.48621293002589416,0.20711762,0.96111834,18.578728,19.16624,17.922695,1.2435455
56388626610816,45.209463511728856,0.5951014226012331,0.9772666136210144,0.5667595,0.97580695,20.10324,21.07999,19.113615,1.9663754
59407987910400,45.19007436227567,0.6102918153349758,0.5071750133604617,0.15910798,1.0085865,18.41554,19.03495,17.67937,1.3555794
59820305003008,45.19347354278794,0.6533777711979096,-2.853834087202781,1.3834702,1.0791203,20.684702,20.767635,19.987106,0.780529
61435212721536,45.17851330633259,0.719410021245671,1.2072762982859984,0.67678225,1.0581156,20.255953,21.3767,19.214933,2.161766
62951336478592,45.288507978438915,0.6554304008301733,3.68792445524627,0.031616494,1.0515002,15.17002,16.044308,14.252519,1.791789
